expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
星,ほし,star,JLPT JLPT_N4,h=LT];WutA,"ดาว, ดารา, ดวงดาว, ดาวฤกษ์",夜空に星がきれいです。,ดาวบนท้องฟ้ายามค่ำคืนสวยงาม
場合,ばあい,"case, situation",JLPT JLPT_N4,qV-2<HJ$$5,"กรณี สถานการณ์, เรื่องราว, เหตุการณ์, สภาพการณ์",その場合は、私に言ってください。,ถ้าเป็นกรณีนั้น กรุณาบอกผม
やっと,やっと,"at last, finally",JLPT JLPT_N4,Qf-Nk|9F8D,"ในที่สุด ในที่สุด, ท้ายที่สุด, สุดท้าย, ในบั้นปลาย",やっと宿題が終わりました。,ในที่สุดการบ้านก็เสร็จแล้ว
足りる,たりる,to be sufficient; to be enough,Genki Genki_Ln.17 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,tSHDO2cb1M,"เพียงพอ; มากพอ, พอเพียง, พอแล้ว, พอ",これで十分足りると思います。,ผมคิดว่าแค่นี้ก็เพียงพอแล้ว
行う,おこなう,to carry out; to conduct (typically used in written language),Intermediate_Japanese_Ln.3 JLPT JLPT_N4,kSwpIk>RTo,"ดำเนินการ; ปฏิบัติ (โดยทั่วไปใช้ในภาษาเขียน), กระทำ, ทำ, จัดทำ",会議を行います。,จะมีการประชุม
ぶどう,ぶどう,grapes,JLPT JLPT_N4,qtf+q-Z+n],"องุ่น, ผลองุ่น, ลูกองุ่น, พวงองุ่น",ぶどうが好きです。,ฉันชอบองุ่น
無くなる,なくなる,"to disappear, to get lost",JLPT JLPT_N4,QEFsGzu!|/,"หายไป, หลงทาง, สาบสูญ, สูญหาย",お金が無くなりました。,เงินหายไปแล้ว
準備,じゅんびする,prepare,JLPT JLPT_N4,h&P$N~U6-[,"เตรียมตัว, ตระเตรียม, จัดเตรียม, เตรียมการ",旅行の準備をしています。,กำลังเตรียมตัวสำหรับการเดินทาง
世界,せかい,world,Genki Genki_Ln.10 JLPT JLPT_N4,e<Tae_jQo4,"โลก, ปฐพี, พิภพ, ภพ",世界は広いです。,โลกกว้างใหญ่
住所,じゅうしょ,address; place of residence,JLPT JLPT_N4,fPoS$h^c(u,"ที่อยู่; สถานที่อยู่อาศัย, บ้านเลขที่, ภูมิลำเนา, ถิ่นที่อยู่",住所を教えてください。,กรุณาบอกที่อยู่ของฉัน
再来月,さらいげつ,the month after next,JLPT JLPT_N4,Zux^JW=t?,"เดือนถัดไป, เดือนหลังเดือนหน้า, เดือนถัดจากเดือนหน้า, สองเดือนจากนี้",再来月、友達が来ます。,เพื่อนจะมาเดือนหน้า
林,はやし,"woods, forest",JLPT JLPT_N4,@LWUXw-^>,"ป่าไม้, พงไพร, ป่า, ไพร",林を歩きました。,เดินไปในป่า
倍,ばい,double,JLPT JLPT_N4,k.0mCWDs+|,"สองเท่า, เป็นสองเท่า, เพิ่มเป็นสองเท่า, คูณสอง",去年の倍の値段です。,ราคาเป็นสองเท่าของปีที่แล้ว
痩せる,やせる,to lose weight,Genki Genki_Ln.7 JLPT JLPT_N4,A[Q-]LV0S:,"เพื่อลดน้ำหนัก, ลดความอ้วน, ลดหุ่น, ทำให้ผอมลง",痩せたいです。,ฉันอยากผอม
線,せん,"line, wire",JLPT JLPT_N4,dK0yR1DBK`,"สายไฟ, เส้นลวด, ลวด, สายเคเบิล",線路に落ちないでください。,อย่าตกลงไปในรางรถไฟ
戦争,せんそう,war,JLPT JLPT_N4,l@;Cq/&#91,"สงคราม, การรบ, ศึก, การต่อสู้",戦争は悲しいです。,สงครามเป็นสิ่งที่น่าเศร้า
決める,きめる,to decide (v.t.),Genki Genki_Ln.10 Intermediate_Japanese_Ln.9 JLPT JLPT_N4,p(qb/m`R:b,"ตัดสินใจ (กริยา), ตกลงใจ, ลงความเห็น, ชี้ขาด",明日、何をするか決めます。,จะตัดสินใจว่าจะทำอะไรพรุ่งนี้
調べる,しらべる,to check; to look up; to inquire; to search,JLPT JLPT_N4,Ov6y=mBwgM,"ตรวจสอบ; ค้นหา; สอบถาม; ตรวจค้น, เช็ค, ตรวจดู, สืบค้น",地図を調べます。,จะตรวจสอบแผนที่
寝坊,ねぼう,sleeping in late,JLPT JLPT_N4,B(>pXN{@@q,"นอนตื่นสาย, ตื่นสาย, นอนขี้เซา, ตื่นมาสาย",寝坊して遅刻しました。,ตื่นสายเลยไปสาย
パパ,パパ,"papa, daddy",JLPT JLPT_N4,v.-(XP=XJY,"พ่อ, คุณพ่อ, ปะป๊า, แด๊ดดี้",パパは優しいです。,คุณพ่อใจดี
光る,ひかる,"to shine, to glitter",JLPT JLPT_N4,xp|/7BLK40,"ส่องแสง ระยิบระยับ, เปล่งแสง, เป็นประกาย, แพรวพราว",星が光っています。,ดวงดาวกำลังส่องแสง
夫,おっと,husband,JLPT JLPT_N4,zDF$wWIUs8,"สามี, ผัว, คู่ครอง, สวามี",夫は会社員です。,สามีเป็นพนักงานบริษัท
雲,くも,cloud,JLPT JLPT_N4,"C3Z1{X<H,4","คลาวด์, เมฆ, ก้อนเมฆ, หมู่เมฆ",空に雲がたくさんあります。,มีเมฆบนท้องฟ้าเยอะแยะเลย
坂,さか,"slope, hill",JLPT JLPT_N4,fMGrCf7XcB,"ความลาดชัน, เนินเขา, ทางลาด, ไหล่เขา",坂が急です。,เนินเขาสูงชัน
～(て) しまう,～(て) しまう,to end up ~,JLPT JLPT_N4,us+Z5ns><g,"สุดท้ายแล้ว ~, ลงเอยด้วย, จบลงที่, ในที่สุดก็",全部食べてしまいました。,กินหมดแล้ว
飛行場,ひこうじょう,airport,JLPT JLPT_N4,A2O=3b{hXI,"สนามบิน, ท่าอากาศยาน, ลานบิน, เขตสนามบิน",飛行場は遠いです。,สนามบินอยู่ไกล
柔道,じゅうどう,judo,JLPT JLPT_N4,d[2qz9jnc7,"ยูโด, วิชายูโด, กีฬายูโด, การต่อสู้ยูโด",柔道は強いです。,ยูโดแข็งแรง
決して,けっして,never,JLPT JLPT_N4,Kd9N)Izj!4,"ไม่เคย, ไม่เคยเลย, ไม่เคยมี, ไม่มีทาง",決してあきらめないでください。,อย่าเพิ่งยอมแพ้เด็ดขาด
事務所,じむしょ,office,JLPT JLPT_N4,wxgf%k:fc2,"สำนักงาน, ที่ทำงาน, ออฟฟิศ, หน่วยงาน",事務所はどこですか。,สำนักงานอยู่ที่ไหนครับ
連絡,れんらく,"communication, contact, connection",JLPT JLPT_N4,"v[($g<|S,F","การสื่อสาร การติดต่อ การเชื่อมต่อ, การประสานงาน, การเชื่อมโยง, การพูดคุย",連絡をお待ちしています。,รอการติดต่อจากคุณ
小学校,しょうがっこう,elementary school,Genki Genki_Ln.23 JLPT JLPT_N4,f^*MMB(l>o,"โรงเรียนประถมศึกษา, ประถม, โรงเรียนประถม, ชั้นประถม",小学校に入学しました。,ได้เข้าเรียนชั้นประถมศึกษา
客,きゃく,"guest, customer",Intermediate_Japanese_Ln.2 JLPT JLPT_N4,xF)V^}awc{,"แขก ลูกค้า, ผู้มาเยือน, ผู้ใช้บริการ, ผู้เยี่ยมเยียน",お客さんが来ました。,แขกมาแล้ว
昔,むかし,old days; past,Genki Genki_Ln.21 JLPT JLPT_N4,hUjfJU~9){,"วันเก่าๆ; อดีต, สมัยก่อน, เมื่อก่อน, กาลก่อน",昔、ここに大きな木がありました。,สมัยก่อนมีต้นไม้ใหญ่ที่นี่
美しい,うつくしい,"beautiful, lovely",JLPT JLPT_N4,OB^[>@2T05,"สวยงาม น่ารัก, งดงาม, สวย, น่าชม",美しい花です。,เป็นดอกไม้ที่สวยงาม
捨てる,すてる,"throw away (trash), dump, discard",Genki Genki_Ln.15 JLPT JLPT_N4,G;1IJzl`jC,"ทิ้ง (ขยะ), ทิ้ง, ทิ้งไป, กำจัด",ゴミを捨ててください。,กรุณาทิ้งขยะ
なさる,なさる,-- honorific expression for する --,Genki Genki_Ln.19 JLPT JLPT_N4,zj*av$=2pO,"-- สำนวนแสดงความเคารพสำหรับ sururu --, กระทำ, ปฏิบัติ, ทำการ",先生が本をお読みになりました。,อาจารย์ได้อ่านหนังสือ
事,こと,"thing(s), matter(s), fact",Genki Genki_Ln.21 JLPT JLPT_N4,ca&G<Ve~Nx,"สิ่งต่างๆ, เรื่องต่างๆ, ข้อเท็จจริง, เหตุการณ์",大切な事です。,เป็นเรื่องสำคัญ
どんどん,どんどん,quickly and steadily; at a rapid pace,JLPT JLPT_N4,q0h/etzyxE,"อย่างรวดเร็วและสม่ำเสมอ; ด้วยความเร็ว, รวดเร็ว, อย่างต่อเนื่อง, ไม่หยุดยั้ง",日本語がどんどん上手になります。,ภาษาญี่ปุ่นเก่งขึ้นเรื่อยๆ
試合,しあい,"match, game, competition",Genki Genki_Ln.12 Intermediate_Japanese_Ln.7 JLPT JLPT_N4,Hv/PI<4cqa,"การแข่งขัน, เกม, การประลอง, การประกวด",試合に勝ちました。,ชนะการแข่งขัน
適当,てきとう,"fitness, suitability",JLPT JLPT_N4,HX3el]3jvP,"ความเหมาะสม, ความคู่ควร, ความเข้ากัน, ความพอดี",適当な時間にお越しください。,กรุณามาในเวลาที่เหมาะสม
素晴らしい,すばらしい,wonderful; terrific,Intermediate_Japanese_Ln.4 JLPT JLPT_N4,Mq|7Xt}rKi,"ยอดเยี่ยม; วิเศษมาก, มหัศจรรย์, สุดยอด, ดีเลิศ",素晴らしい景色ですね。,เป็นทิวทัศน์ที่ยอดเยี่ยมเลยนะ
美術館,びじゅつかん,"art gallery, art museum",Genki Genki_Ln.11 JLPT JLPT_N4,Lovq=LkX$G,"หอศิลป์ พิพิธภัณฑ์ศิลปะ, แกลเลอรี่, ห้องแสดงงานศิลปะ, ศูนย์ศิลปะ",美術館に行きたいです。,ฉันอยากไปหอศิลป์
文法,ぶんぽう,grammar,Genki Genki_Ln.13 JLPT JLPT_N4,"h2m8,%coR8","ไวยากรณ์, หลักภาษา, แบบแผนภาษา, ระบบภาษา",文法が難しいです。,ไวยากรณ์ยาก
終わり,おわり,end,JLPT JLPT_N4,j1fvX?gG0M,"จบ, สิ้นสุด, อวสาน, ยุติ",これで終わりです。,แค่นี้ก็จบแล้ว
壁,かべ,wall,JLPT JLPT_N4,um!T&Q*O[?,"กำแพง, ผนัง, รั้ว, ฝา",壁に絵をかけました。,แขวนรูปไว้บนผนัง
一度,いちど,"once, one time",JLPT JLPT_N4,z3&2cN)6^e,"ครั้งหนึ่ง ครั้งหนึ่ง, หนหนึ่ง, คราวหนึ่ง, ทีหนึ่ง",一度だけ見ました。,เคยเห็นครั้งเดียว
お礼,おれい,expression of gratitude; thanking; gift of appreciation; bow,Genki Genki_Ln.19 Intermediate_Japanese_Ln.9 JLPT JLPT_N4,IzFCHK5nu1,"การแสดงความกตัญญู; การขอบคุณ; ของขวัญแสดงความขอบคุณ; การโค้งคำนับ, การกล่าวขอบคุณ, การแสดงความซาบซึ้ง, คำขอบคุณ",お礼にプレゼントをあげました。,ให้ของขวัญเพื่อเป็นการขอบคุณ
親切,しんせつ,kindness,JLPT JLPT_N4,lZWRz?K3ET,"ความเมตตา, ความใจดี, ความกรุณา, ความเอื้อเฟื้อ",親切にしてくれてありがとうございます。,ขอบคุณสำหรับความใจดีของคุณ
知らせる,しらせる,to notify,JLPT JLPT_N4,mORr*vy|g/,"เพื่อแจ้งให้ทราบ, แจ้ง, บอกกล่าว, ประกาศ",明日の天気をお知らせください。,กรุณาแจ้งพยากรณ์อากาศสำหรับวันพรุ่งนี้
歯医者,はいしゃ,dentist,JLPT JLPT_N4,"<G@n,w<8p","ทันตแพทย์, หมอฟัน, ผู้รักษาฟัน, ทันตะ",歯医者に行きます。,จะไปหาหมอฟัน
熱心,ねっしん,enthusiasm,JLPT JLPT_N4,bLrU`I|/*{,"ความกระตือรือร้น, ความมุ่งมั่น, ความสนใจ, ความตื่นเต้น",彼は勉強に熱心です。,เขาตั้งใจเรียนมาก
始める,はじめる,"to start, to begin",Genki Genki_Ln.8 JLPT JLPT_N4,"g,>$G?*/Q&","เพื่อเริ่มต้น เพื่อเริ่ม, เริ่ม, เริ่มต้น, เริ่มแรก",授業を始めます。,จะเริ่มเรียน
もらう,もらう,to receive,JLPT JLPT_N4,MhXS3i[O39,"เพื่อรับ, รับ, ได้รับ, รับเอา",先生から本をもらいました。,ได้รับหนังสือจากอาจารย์
泣く,なく,to cry,Genki Genki_Ln.13 JLPT JLPT_N4,wS:0`lVju$,"ร้องไห้, ร่ำไห้, สะอื้น, น้ำตาไหล",子供が泣いています。,เด็กกำลังร้องไห้
治る,なおる,to get better; to recover from illness (v.i.),JLPT JLPT_N4,J-V8gKft=&,"ดีขึ้น; หายจากอาการป่วย (กริยาไม่ต้องการกรรม), หายป่วย, ทุเลา, ฟื้นตัว",風邪が治りました。,หายจากหวัดแล้ว
熱,ねつ,"fever, temperature",Intermediate_Japanese_Ln.3 JLPT JLPT_N4,D9dKTYQi:O,"ไข้, อุณหภูมิ, ตัวร้อน, ความร้อน",熱があります。,ฉันมีไข้
お祭り,おまつり,festival,JLPT JLPT_N4,n=i-:`LzjX,"งานเทศกาล, เทศกาล, งานฉลอง, งานรื่นเริง",お祭りは楽しいです。,งานเทศกาลสนุกมาก
水道,すいどう,"water service, water line",JLPT JLPT_N4,FV`Tc-%-nK,"บริการน้ำประปา ท่อน้ำ, ระบบน้ำ, สายน้ำ, ประปา",水道の水はきれいです。,น้ำประปาสะอาด
匂い,におい,"odor, smell",JLPT JLPT_N4,P&q^w6d0fO,"กลิ่น, กลิ่นไอ, กลิ่นอาย",いい匂いがします。,มีกลิ่นหอม
ベル,ベル,bell,JLPT JLPT_N4,D!1f]e)iSX,"กระดิ่ง, ระฆัง, กริ่ง, ออด",ベルが鳴りました。,กระดิ่งดังขึ้น
赤ん坊,あかんぼう,baby,JLPT JLPT_N4,I>S)eTr_]B,"ที่รัก, ทารก, เด็กอ่อน, ลูกอ่อน",赤ん坊が笑っています。,ทารกกำลังยิ้ม
おかしい,おかしい,strange; odd; funny,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,O9;m#]XEB2,"แปลก; ประหลาด; ตลก, พิสดาร, ผิดปกติ, ขบขัน",その話は少しおかしいです。,เรื่องนั้นค่อนข้างแปลก
事故,じこ,accident,JLPT JLPT_N4,K(yw!r=B:1,"อุบัติเหตุ, เหตุไม่คาดฝัน, เรื่องไม่คาดคิด, อุบัติภัย",事故で電車が止まりました。,รถไฟหยุดเพราะอุบัติเหตุ
変,へん,"strange, odd",JLPT JLPT_N4,e/SMd06F!x,"แปลก ประหลาด, ผิดปกติ, ไม่ธรรมดา, พิกล",変な人がいます。,มีคนแปลกๆ อยู่
辞典,じてん,"encyclopedia, reference book",JLPT JLPT_N4,brNC9/_sI`,"สารานุกรม, หนังสืออ้างอิง, พจนานุกรม, ตำราอ้างอิง",辞書で調べます。,จะหาในพจนานุกรม
残る,のこる,"to remain (v.i.), to be left",JLPT JLPT_N4,INR^BBo=#J,"คงอยู่ (กริยาไม่ต้องการกรรม) ถูกทิ้งไว้, เหลือ, คงเหลือ, ยังอยู่",お金が残っています。,มีเงินเหลืออยู่
立てる,たてる,"to stand (something) up, to erect (something)",JLPT JLPT_N4,O9fk.~k_.E,"ตั้ง (บางสิ่ง) ขึ้น, ก่อสร้าง (บางสิ่ง) ขึ้น, สร้าง, ปลูกสร้าง",新しい家を立てました。,สร้างบ้านหลังใหม่
くれる,くれる,"to give, to do for",JLPT JLPT_N4,hSC5|:)aVz,"การให้ การทำเพื่อ, ส่งให้, จัดให้, มอบ",友達がプレゼントをくれました。,เพื่อนให้ของขวัญฉัน
～員,～いん,member of ~,JLPT JLPT_N4,QHO%z16SSs,"สมาชิกของ ~, ผู้เป็นสมาชิก, คนใน, องค์ประกอบของ",彼は会社の社員です。,เขาเป็นพนักงานของบริษัท
原因,げんいん,"cause, origin, source",JLPT JLPT_N4,y8<@Y+?o6j,"สาเหตุ, ต้นกำเนิด, แหล่งที่มา, มูลเหตุ",風邪の原因は何ですか。,สาเหตุของหวัดคืออะไร
驚く,おどろく,"to be surprised, to be astonished",Intermediate_Japanese_Ln.8 JLPT JLPT_N4,qBeaklesW+,"รู้สึกประหลาดใจ รู้สึกตกตะลึง, แปลกใจ, ตกใจ, ประหลาดใจ",そのニュースに驚きました。,ฉันตกใจกับข่าวเรื่องนั้น
いただく,頂く,-- extra-modest expression for たべる and のむ; humble expression for もらう --,Genki Genki_Ln.20 JLPT JLPT_N4,J*KGnzk|Z2,"-- สำนวนที่สุภาพเป็นพิเศษสำหรับ たべรู และ のむ; สำนวนถ่อมตัวสำหรับ もらう --, รับประทาน, รับ, ดื่ม",夕食をいただきます。,จะรับประทานอาหารเย็น
祖母,そぼ,grandmother,JLPT JLPT_N4,x!LCLRW]y2,"ยาย, ย่า, คุณยาย, คุณย่า",祖母は元気です。,คุณยายสบายดี
場所,ばしょ,"place, location",Genki Genki_Ln.23 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,qw3.O}/lOC,"สถานที่, ที่ตั้ง, ทำเล, บริเวณ",この場所は静かです。,ที่นี่เงียบสงบ
答,こたえ,"answer, response",JLPT JLPT_N4,xmTYLgV-T_,"คำตอบ, การตอบกลับ, คำเฉลย, ผลตอบรับ",先生の質問に答えます。,จะตอบคำถามของอาจารย์
もちろん,もちろん,"certainly, of course",Genki Genki_Ln.7 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,"m8,NutV2dG","แน่นอน อย่างแน่นอน, ชัวร์, แน่แท้, เป็นแน่",もちろん、行きます。,แน่นอน ฉันจะไป
漬ける,つける,"to soak, to moisten, to pickle",JLPT JLPT_N4,h!i?H{d*F@,"แช่, ทำให้ชุ่มชื้น, ดอง, หมัก",野菜を漬けます。,จะดองผัก
受付,うけつけ,reception(ist) desk,Genki Genki_Ln.22 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,"uraaf1,;7Q","โต๊ะประชาสัมพันธ์, เคาน์เตอร์ต้อนรับ, แผนกต้อนรับ, จุดต้อนรับ",受付で聞きました。,ได้ถามที่เคาน์เตอร์ประชาสัมพันธ์
内,うち,"within, inside",JLPT JLPT_N4,G1H0$T!7Vl,"ภายใน ภายใน, ด้านใน, ข้างใน, ใน",箱の内側はきれいです。,ด้านในกล่องสะอาด
スクリーン,スクリーン,screen,JLPT JLPT_N4,"L/njBN,iH6","หน้าจอ, จอภาพ, จอแสดงผล, แผ่นจอ",スクリーンに映しています。,กำลังฉายบนหน้าจอ
増える,ふえる,"to increase, to multiply",JLPT JLPT_N4,QW.w#0qn}8,"เพิ่มขึ้น, ทวีคูณ, เพิ่มพูน, ขยาย",人口が増えています。,ประชากรเพิ่มขึ้น
または,または,"or, otherwise",JLPT JLPT_N4,J-^^Uw<Tl~,"หรืออย่างอื่น, มิฉะนั้น, ไม่เช่นนั้น, หรือไม่",コーヒーまたは紅茶はいかがですか。,รับกาแฟหรือชาดีครับ
けがする,けがする,"injury (to animate object), hurt",JLPT JLPT_N4,NP:|wpXW(M,"การบาดเจ็บ (ต่อวัตถุที่มีชีวิต), เจ็บ, บาดเจ็บ, ได้รับบาดเจ็บ",転んで怪我をしました。,หกล้มและได้รับบาดเจ็บ
以下,いか,"less than, below",JLPT JLPT_N4,DS5y_+4p`Y,"น้อยกว่า ต่ำกว่า, ไม่เกิน, ลงมา, ต่ำลง",100円以下で買えます。,สามารถซื้อได้ในราคาต่ำกว่า 100 เยน
選ぶ,えらぶ,to choose; to select,Genki Genki_Ln.17 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,Jo*`4U5e.W,"เลือก; คัดเลือก, เลือกสรร, คัดสรร, ตัดสินใจเลือก",好きな色を選んでください。,กรุณาเลือกสีที่ชอบ
～ばかり,～ばかり,"just did ~, only",JLPT JLPT_N4,vbW68h-IIc,"เพิ่งทำเสร็จไปเมื่อกี้เองนะ ~ แค่, เพิ่งจะ, แค่เพียง, เพียงแค่",食べたばかりです。,เพิ่งกินเสร็จ
心,こころ,"heart, mind",JLPT JLPT_N4,Fkhe%Dz2nb,"หัวใจ จิตใจ, ใจ, ดวงใจ, หทัย",心臓がドキドキしています。,หัวใจเต้นแรง
～だす,～だす,to start doing ~,JLPT JLPT_N4,B+=k~owmr!,"เพื่อเริ่มต้นทำ ~, เริ่มต้น, เริ่มลงมือ, เริ่มดำเนินการ",雨が降り出しました。,ฝนเริ่มตก
サラダ,サラダ,salad,JLPT JLPT_N4,J3A=]P#ec<,"สลัด, ยำผัก, สลัดผัก, อาหารสลัด",サラダを食べます。,จะกินสลัด
届ける,とどける,to deliver (v.t.),Intermediate_Japanese_Ln.9 JLPT JLPT_N4,tA&cXA55C=,"ส่งมอบ (กริยา), จัดส่ง, นำส่ง, มอบให้",荷物を届けます。,จะส่งพัสดุ
挨拶,あいさつする,greet(ing),JLPT JLPT_N4,h|NjvFq!b],"การทักทาย), ทักทาย, คำทักทาย, การกล่าวทักทาย",先生に挨拶します。,จะทักทายอาจารย์
景色,けしき,"scenery, landscape",JLPT JLPT_N4,Cd#u9/v:Pu,"ทิวทัศน์ ภูมิประเทศ, วิว, ทัศนียภาพ, ทิวภาพ",きれいな景色ですね。,เป็นทิวทัศน์ที่สวยงามนะ
確か,たしか,"if I remember correctly; certain, definite",Intermediate_Japanese_Ln.4 JLPT JLPT_N4,v&7%T>e{{z,"ถ้าฉันจำไม่ผิด แน่นอน เด็ดขาด, อย่างแน่นอน, ชัดเจน, มั่นใจ",確か、それは本当です。,ถ้าจำไม่ผิด นั่นเป็นเรื่องจริง
ステーキ,ステーキ,steak,JLPT JLPT_N4,K0B$/YQ?Op,"สเต็ก, เนื้อสเต็ก, ชิ้นเนื้อย่าง, สเต็กเนื้อ",ステーキを焼いています。,กำลังย่างสเต็ก
食料品,しょくりょうひん,"foodstuff, groceries",JLPT JLPT_N4,kg/Pg!K6&w,"อาหาร, ของชำ, เครื่องบริโภค, เสบียง",食料品を買いました。,ซื้อของชำ
森,もり,forest,JLPT JLPT_N4,mJkKf?UAUT,"ป่า, พงไพร, ไพรวัน, ป่าไม้",森は広いです。,ป่ากว้างใหญ่
以内,いない,"within, less (no more) than",JLPT JLPT_N4,EyK>c0C[$K,"ภายใน น้อยกว่า (ไม่มากกว่า), ไม่เกินกว่า, ข้างใน, ภายในขอบเขต",１時間以内に来てください。,กรุณามาภายใน 1 ชั่วโมง
予定,よてい,"plans, arrangement, schedule",Genki Genki_Ln.15 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,I$<#IwHCvW,"แผนงาน การจัดเตรียม ตารางเวลา, กำหนดการ, แผนการ, การจัดแจง",予定があります。,มีแผน
オーバー,オーバー,"overcoat; over, exceeding, exaggeration",JLPT JLPT_N4,umd4AX=/RI,"เสื้อโค้ท; เกินกว่า, เกิน, การพูดเกินจริง, เสื้อคลุม",オーバーを着ます。,ใส่เสื้อโค้ท
乾く,かわく,to get dry,JLPT JLPT_N4,s+Ju<mmF]C,"เพื่อให้แห้ง, แห้งสนิท, ทำให้แห้ง, ผึ่งให้แห้ง",洗濯物が乾きました。,ผ้าที่ซักแห้งแล้ว
石,いし,stone,JLPT JLPT_N4,gg2=(OnQKh,"หิน, ก้อนหิน, ศิลา, หินผา",石を拾いました。,เก็บก้อนหิน
思い出す,おもいだす,"to recall, to remember",Intermediate_Japanese_Ln.8 JLPT JLPT_N4,O?8pX)Ooz*,"เพื่อระลึกถึง เพื่อจดจำ, รำลึก, นึกออก, จำได้",昔の友達を思い出しました。,นึกถึงเพื่อนเก่า
踊る,おどる,to dance,Genki Genki_Ln.9 JLPT JLPT_N4,LnHUFv$!`;,"เพื่อเต้นรำ, เต้นรำ, ฟ้อนรำ, เต้น",音楽に合わせて踊ります。,เต้นตามเพลง
細かい,こまかい,"small; fine, minute",JLPT JLPT_N4,PrWma5VeE[,"เล็ก; ละเอียด, จิ๋ว, เล็กน้อย, ละเอียดยิบ",細かいお金がありません。,ไม่มีเงินย่อย
塗る,ぬる,"to paint, to plaster",JLPT JLPT_N4,gb*{+)EK`F,"ทาสี, ฉาบปูน, ระบายสี, ฉาบ",壁にペンキを塗ります。,จะทาสีผนัง
ご主人,ごしゅじん,"(your, her) husband",Genki Genki_Ln.14 JLPT JLPT_N4,"Gb,y/-3SAS","สามี (ของคุณ, ของเธอ), สวามี, ผัว",ご主人はどこですか。,สามีของคุณอยู่ที่ไหนครับ
珍しい,めずらしい,"unusual, rare",Intermediate_Japanese_Ln.4 JLPT JLPT_N4,LG3n^a@XAC,"ผิดปกติ หายาก, ไม่ธรรมดา, ไม่ปกติ, แปลก",珍しい鳥を見ました。,เห็นนกที่หายาก
用,よう,"errand, task, business (to take care of)",Intermediate_Japanese_Ln.9 JLPT JLPT_N4,CvxvGX`|/>,"ธุระ, งาน, ธุระ (ที่ต้องจัดการ), กิจธุระ",急用ができました。,มีธุระด่วน
公務員,こうむいん,"government worker, public servant",JLPT JLPT_N4,p;42%b%y:T,"พนักงานรัฐบาล, ข้าราชการ, เจ้าหน้าที่รัฐ, บุคลากรรัฐ",彼は公務員です。,เขาเป็นข้าราชการ
お嬢さん,おじょうさん,(someone's) daughter (polite),Genki Genki_Ln.22 JLPT JLPT_N4,Ee+d{e?WRj,"ลูกสาวของใครบางคน (อย่างสุภาพ), บุตรี, ธิดา, คุณหนู",お嬢さん、お元気ですか。,คุณหนู สบายดีไหมครับ
用意,ようい,preparation,JLPT JLPT_N4,"PJ%Q,E{$_L","การตระเตรียม, การเตรียมพร้อม, การจัดเตรียม, เตรียมการ",明日の準備をします。,จะเตรียมของสำหรับวันพรุ่งนี้
探す,さがす,"to search, to seek, to look for",Genki Genki_Ln.15 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,h4(YO`o85t,"ค้นหา, แสวงหา, มองหา, สอดส่องหา",鍵を探しています。,กำลังหากุญแจ
形,かたち,shape,JLPT JLPT_N4,f7_i%J0-/Y,"รูปร่าง, ทรวดทรง, สัณฐาน, รูปทรง",この箱の形は面白いです。,รูปทรงของกล่องนี้น่าสนใจ
運転,うんてんする,driving,JLPT JLPT_N4,r!zv#R0ur*,"การขับรถ, ขับขี่, การขับขี่, บังคับรถ",車を運転します。,จะขับรถ
すっかり,すっかり,"all, completely",JLPT JLPT_N4,nV=]]BK.9=,"ทั้งหมด อย่างสมบูรณ์, ทั้งหมดทั้งสิ้น, โดยสิ้นเชิง, ครบถ้วน",すっかり忘れていました。,ลืมไปหมดเลย
アナウンサー,アナウンサー,announcer,JLPT JLPT_N4,oG?shn0:uO,"ผู้ประกาศ, โฆษก, พิธีกร, นักจัดรายการ",アナウンサーがニュースを読んでいます。,ผู้ประกาศกำลังอ่านข่าว
お土産,おみやげ,souvenir,Genki Genki_Ln.4 JLPT JLPT_N4,IKS:}hgF8q,"ของที่ระลึก, ของฝาก, ของขวัญ, ที่ระลึก",お土産を買いました。,ซื้อของฝาก
消しゴム,けしゴム,eraser,JLPT JLPT_N4,"gW^biR[nM,","ยางลบ, แปรงลบกระดาน, ที่ลบ, ยางลบดินสอ",消しゴムで消します。,จะลบด้วยยางลบ
旅館,りょかん,a Japanese inn,Genki Genki_Ln.15 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,Ke`aN1|5T#,"โรงแรมญี่ปุ่น, เรียวกัง, ที่พักแบบญี่ปุ่น, โรงแรมแบบญี่ปุ่น",旅館に泊まります。,จะพักที่เรียวกัง
海岸,かいがん,"coast, seashore",JLPT JLPT_N4,O1]Ne=Q0*.,"ชายฝั่ง, ชายทะเล, ริมทะเล, ชายหาด",海岸を散歩します。,จะเดินเล่นริมชายหาด
