expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
紙屑,かみくず,wastepaper,JLPT JLPT_2,vvZ;(*{sDL,"กระดาษเหลือใช้, เศษกระดาษ, กระดาษทิ้ง, ขยะกระดาษ",紙屑を捨てる。,ทิ้งเศษกระดาษ
神様,かみさま,god,JLPT JLPT_2 Genki_Ln.20 Genki,QtI1aTgK3F,"พระเจ้า, เทพเจ้า, เทวา, สิ่งศักดิ์สิทธิ์",神様にお祈りします。,สวดมนต์ต่อพระเจ้า
剃刀,かみそり,razor,JLPT JLPT_2,EUVj(OJ|`3,"มีดโกน, ใบมีดโกน, ที่โกนหนวด, มีดโกนหนวด",剃刀で髭を剃る。,โกนหนวดด้วยมีดโกน
ガム,ガム,chewing gum,JLPT JLPT_2,IjCKN~>gDp,"หมากฝรั่ง, กัม, ลูกอม, อมยิ้ม",ガムを噛む。,เคี้ยวหมากฝรั่ง
貨物,かもつ,"cargo, freight",JLPT JLPT_2,Ee3iA.}E1T,"สินค้า, การขนส่งสินค้า, ของขนส่ง, สัมภาระ",貨物を運ぶ。,ขนส่งสินค้า
歌謡,かよう,"song, ballad",JLPT JLPT_2,B8j5MHOl3a,"เพลง, บัลลาด, บทเพลง, เพลงร้อง",歌謡曲を聴く。,ฟังเพลง
殻,から,"shell, husk, hull, pod, chaff",JLPT JLPT_2,E[9cW:WqUf,"เปลือก, กะลาสี, ฝัก, แกลบ",殻を割る。,กะเทาะเปลือก
カラー,カラー,"collar, color",JLPT JLPT_2,hoWS%R]$xc,"ปลอกคอ, สี, ปกเสื้อ, เฉดสี",カラーシャツを着る。,ใส่เสื้อสี
からかう,からかう,"to ridicule, to make fun of",JLPT JLPT_2,f1|Z(DjQl3,"เยาะเย้ย ล้อเลียน, แกล้ง, หยอกล้อ, หัวเราะเยาะ",友達をからかう。,ล้อเพื่อน
空っぽ,からっぽ,"empty, vacant, hollow",JLPT JLPT_2,ymKUE(fK%o,"ว่างเปล่า, โล่ง, กลวง, เปล่า",箱が空っぽだ。,กล่องว่างเปล่า
かるた,かるた,playing cards (POR: carta),JLPT JLPT_2,cJB:Z0SpF-,"ไพ่ (POR: carta), บัตร, การ์ด, กระดาษไพ่",かるたで遊ぶ。,เล่นไพ่
枯れる,かれる,"to wither, to die (plant), to be blasted (plant)",JLPT JLPT_2,w%ev2Rq1&r,"เหี่ยวเฉา, ตาย (พืช), ถูกทำลาย (พืช), แห้งตาย",花が枯れた。,ดอกไม้เหี่ยวเฉา
カロリー,カロリー,calorie,JLPT JLPT_2,"diZF6u*,sD","แคลอรี่, หน่วยพลังงาน, พลังงานความร้อน, แคลอรี",カロリーが高い。,มีแคลอรี่สูง
可愛がる,かわいがる,"to love, to be affectionate",JLPT JLPT_2,zX92vgkXT;,"รักใคร่ แสดงความรัก, ทะนุถนอม, เอ็นดู, ให้ความรัก",猫を可愛がる。,รักแมว
乾かす,かわかす,"to dry (clothes, etc.), to desiccate",JLPT JLPT_2,pnSoE/i9wh,"ทำให้แห้ง (เสื้อผ้า ฯลฯ) ทำให้แห้งสนิท, ผึ่งแห้ง, อบแห้ง, ตากแห้ง",髪を乾かす。,เป่าผมให้แห้ง
為替,かわせ,"money order, exchange",JLPT JLPT_2,JjeKsySAG^,"ตั๋วแลกเงิน, อัตราแลกเปลี่ยน, การแลกเปลี่ยนเงิน, ธนาณัติ",為替レート。,อัตราแลกเปลี่ยน
瓦,かわら,roof tile,JLPT JLPT_2,Bf6o<dScJ^,"กระเบื้องหลังคา, กระเบื้องมุงหลังคา, หลังคากระเบื้อง, แผ่นกระเบื้อง",屋根に瓦があります。,มีกระเบื้องมุงหลังคาอยู่บนหลังคา
間隔,かんかく,"space, interval space character, whitespace",JLPT JLPT_2,f(q^~|ToF|,"ช่องว่าง, ช่องว่างระหว่างตัวอักษร, ระยะห่าง, เว้นวรรค",文字の間隔を広げてください。,กรุณาเว้นระยะห่างของตัวอักษรให้มากขึ้น
換気,かんき,ventilation,JLPT JLPT_2,to8!Q9kk&},"การระบายอากาศ, ถ่ายเทอากาศ, เปิดระบาย, การหมุนเวียนอากาศ",部屋の換気をしましょう。,มาเปิดระบายอากาศในห้องกันเถอะ
感激,かんげき,"deep emotion, impression, inspiration",JLPT JLPT_2,yU>I7PD.[:,"อารมณ์ลึกซึ้ง ความประทับใจ แรงบันดาลใจ, ความซาบซึ้ง, ความตรึงใจ, ความรู้สึกร่วม",感動で胸がいっぱいです。,หัวใจเต็มไปด้วยความซาบซึ้ง
関西,かんさい,"south-western half of Japan, including Osaka",JLPT JLPT_2,"mfDDR,OXu:","ครึ่งตะวันตกเฉียงใต้ของญี่ปุ่น รวมถึงโอซาก้า, ภูมิภาคคันไซ, ฝั่งตะวันตกเฉียงใต้, เขตโอซาก้า",関西に行きたいです。,ฉันอยากไปคันไซ
元日,がんじつ,New Year's Day,JLPT JLPT_2,u|JK#Xa]e5,"วันปีใหม่, วันขึ้นปีใหม่, มงคลปีใหม่, ตรุษใหม่",元日は家族と過ごします。,วันปีใหม่จะใช้เวลากับครอบครัว
鑑賞,かんしょう,appreciation,JLPT JLPT_2,E642S>/DUA,"ความซาบซึ้งใจ, การชื่นชม, การเห็นคุณค่า, การรับรู้คุณค่า",映画を鑑賞しました。,ฉันได้ชมภาพยนตร์
感ずる,かんずる,"to feel, to sense",JLPT JLPT_2,Nfi9|FOf@O,"รู้สึก, รับรู้, สัมผัส, ตระหนัก",悲しみを感じる。,ฉันรู้สึกเศร้า
間接,かんせつ,"indirect, indirectness",JLPT JLPT_2,dxp6!l6@:y,"โดยอ้อม, ความไม่ตรงไปตรงมา, ไม่ตรง, ทางอ้อม",間接的に伝えます。,จะสื่อสารโดยอ้อม
乾燥,かんそう,"dry, arid, insipid, dehydrated",JLPT JLPT_2,td4Zh9`xWT,"แห้งแล้ง จืดชืด ขาดน้ำ, ความแห้ง, การอบแห้ง, ภาวะแห้ง",夏は空気が乾燥します。,อากาศจะแห้งในฤดูร้อน
感想,かんそう,"impressions, thoughts, feelings, reactions",JLPT JLPT_2,Dl}@=q4$z6,"ความประทับใจ ความคิด ความรู้สึก ปฏิกิริยา, ข้อคิดเห็น, ความเห็น, ทัศนคติ",旅行の感想を教えてください。,ช่วยบอกความประทับใจจากการเดินทางให้หน่อย
観測,かんそく,observation,JLPT JLPT_2,DpaRQHledo,"การสังเกต, การเฝ้าดู, ตรวจการณ์, การพิจารณา",星を観測します。,เราจะสังเกตดาว
寒帯,かんたい,frigid zone,JLPT JLPT_2,kuZZ@R:&?,"เขตหนาวจัด, เขตขั้วโลก, เขตหนาวเย็น, แถบหนาว",寒帯はとても寒いです。,เขตหนาวนั้นหนาวมาก
勘違い,かんちがい,"misunderstanding, wrong guess",JLPT JLPT_2,Hn~gIt2Uw4,"ความเข้าใจผิด การเดาผิด, เข้าใจผิด, หลงผิด, ตีความผิด",それは勘違いです。,นั่นเป็นการเข้าใจผิด
官庁,かんちょう,"government office, authorities",JLPT JLPT_2,e-}veyn2>L,"สำนักงานรัฐบาล เจ้าหน้าที่, หน่วยงานราชการ, ฝ่ายปกครอง, ส่วนราชการ",官庁街は静かです。,ย่านสำนักงานราชการเงียบสงบ
缶詰,かんづめ,"canning, canned goods,",JLPT JLPT_2,dGjAI6[GGs,"การบรรจุกระป๋อง, สินค้ากระป๋อง, อาหารกระป๋อง, กระป๋อง",缶詰の魚を買いました。,ฉันซื้อปลาในกระป๋อง
乾電池,かんでんち,"dry cell, battery",JLPT JLPT_2,kSO!})gG5D,"แบตเตอรี่แห้ง, ถ่านไฟฉาย, แบตเตอรี่, ถ่าน",乾電池が必要です。,ต้องใช้ถ่านไฟฉาย
関東,かんとう,"eastern half of Japan, including Tokyo",JLPT JLPT_2,q$Rzr7k!?N,"ครึ่งตะวันออกของญี่ปุ่น รวมถึงโตเกียว, ภูมิภาคคันโต, ฝั่งตะวันออก, เขตโตเกียว",関東地方に行きます。,ฉันจะไปภูมิภาคคันโต
観念,かんねん,"idea, notion; sense",JLPT JLPT_2,H`W;t.blod,"ความคิด, แนวคิด; ความหมาย, มโนทัศน์, แนวความคิด",その観念は古い。,แนวคิดนั้นล้าสมัย
乾杯,かんぱい,Cheers! (a toast),JLPT_2 JLPT Genki_Ln.8 Genki,qtXR3lc8pv,"ไชโย! (ชนแก้ว), ชนแก้ว, ดื่มฉลอง, ขอให้มีความสุข",乾杯しましょう！,ชนแก้วกันเถอะ!
看板,かんばん,"sign, signboard",JLPT JLPT_2,f~lT@>sl(B,"ป้าย, ป้ายโฆษณา, แผ่นป้าย, ป้ายบอกทาง",店の看板が見える。,มองเห็นป้ายร้าน
看病,かんびょう,nursing (a patient),JLPT JLPT_2,d4(@OW=wzg,"การพยาบาล (ผู้ป่วย), การดูแลผู้ป่วย, พยาบาล, รักษาพยาบาล",病人を看病する。,พยาบาลผู้ป่วย
冠,かんむり,"crown, wreath",JLPT JLPT_2,"u>]rwp,Fs[","มงกุฎ, พวงหรีด, พระมงกุฎ, มาลา",王様は冠をかぶった。,ราชาทรงสวมมงกุฎ
漢和,かんわ,"Chinese Character-Japanese (e.g., dictionary)",JLPT JLPT_2,"mNHDxx[&,N","อักษรจีน-ญี่ปุ่น (เช่น พจนานุกรม), พจนานุกรมคันวะ, คันวะ, ภาษาจีน-ญี่ปุ่น",漢和辞典で調べます。,ฉันจะค้นหาในพจนานุกรมคันวะ
気圧,きあつ,atmospheric pressure,JLPT JLPT_2,w71unwo/e>,"ความดันบรรยากาศ, แรงดันอากาศ, ความกดอากาศ, ความดันอากาศ",気圧が下がっています。,ความกดอากาศกำลังลดลง
着替え,きがえ,"changing clothes, change of clothes",JLPT JLPT_2,vi{&DRUjwE,"เปลี่ยนเสื้อผ้า, เปลี่ยนชุด, ชุดสำรอง, เสื้อผ้าสำรอง",旅行の着替えを用意する。,เตรียมเสื้อผ้าสำหรับเปลี่ยนสำหรับการเดินทาง
着替える,きがえる,to change (one's) clothes,JLPT Intermediate_Japanese JLPT_2 Genki Intermediate_Japanese_Ln.10 Genki_Ln.21,"Az6,#K9!yB","เปลี่ยนเสื้อผ้า, สับเปลี่ยนชุด, เปลี่ยนชุดใหม่, สวมชุดใหม่",仕事が終わったら着替えます。,ฉันจะเปลี่ยนเสื้อผ้าเมื่อเลิกงาน
機関車,きかんしゃ,"locomotive, engine",JLPT JLPT_2,dyq%>=g>@K,"หัวรถจักร, เครื่องยนต์, รถจักร, รถไฟ",機関車が走る。,หัวรถจักรวิ่ง
飢饉,ききん,famine,JLPT JLPT_2,of0kMjM40p,"ความอดอยาก, การกันดารอาหาร, ภัยอดอยาก, ภาวะอดอยาก",飢饉で苦しんでいる。,กำลังทุกข์ทรมานจากความอดอยาก
器具,きぐ,instrument,JLPT JLPT_2,f04oZ+_FOX,"อุปกรณ์, เครื่องมือ, เครื่องใช้, เครื่องจักรเล็ก",台所には便利な器具がたくさんある。,มีอุปกรณ์ทำครัวที่มีประโยชน์มากมาย
期限,きげん,"term, period, time frame time limit, deadline, cutoff (date)",JLPT JLPT_2,"hwqzFcU1,$","ระยะเวลา, ช่วงเวลา, กรอบเวลา, กำหนดเวลา, วันสิ้นสุด (วันที่)",このチケットの期限はいつですか。,ตั๋วนี้หมดอายุเมื่อไหร่
記号,きごう,"symbol, code",JLPT JLPT_2,"NF?>3T^,JP","สัญลักษณ์, รหัส, เครื่องหมาย, ตัวแทน",記号の意味を教えてください。,กรุณาบอกความหมายของสัญลักษณ์
刻む,きざむ,"to mince, to carve, to engrave",JLPT JLPT_2,"LlS,o9O&r1","สับละเอียด, แกะสลัก, สลักลวดลาย, บด",玉ねぎを細かく刻む。,สับหัวหอมให้ละเอียด
儀式,ぎしき,"ceremony, rite, ritual",JLPT JLPT_2,KIl/;heLfD,"พิธีการ, ประเพณี, พิธีกรรม, งานเฉลิมฉลอง",卒業の儀式を行います。,จะจัดพิธีสำเร็จการศึกษา
基準,きじゅん,"standard, basis, criteria",JLPT JLPT_2,l&fXwd/g5#,"มาตรฐาน, พื้นฐาน, เกณฑ์, หลักเกณฑ์",品質の基準が高い。,มาตรฐานคุณภาพสูง
規準,きじゅん,"standard, basis, criteria",JLPT JLPT_2,Efh]$;|u`t,"มาตรฐาน, พื้นฐาน, เกณฑ์, ข้อกำหนด",これは新しい基準です。,นี่คือมาตรฐานใหม่
起床,きしょう,"rising, getting out of bed",JLPT JLPT_2,"fOY,Ghbw-s","ลุกขึ้น ออกจากเตียง, ตื่นนอน, ลุกจากที่นอน, ตื่น",毎朝早く起床する。,ตื่นนอนแต่เช้าทุกวัน
着せる,きせる,to put on clothes,JLPT JLPT_2,NKt/PdYQsd,"สวมใส่เสื้อผ้า, แต่งตัว, นุ่งห่ม, ใส่เสื้อ",子供に服を着せる。,สวมเสื้อผ้าให้เด็ก
基礎,きそ,"foundation, basis",JLPT JLPT_2,IMHZY>OvkD,"รากฐาน, พื้นฐาน, มูลฐาน, หลัก",この建物の基礎が強い。,รากฐานของอาคารนี้แข็งแกร่ง
基地,きち,base,JLPT JLPT_2,I7{+B~;-Cv,"ฐาน, ศูนย์, ค่าย, แหล่ง",ここは軍事基地だ。,ที่นี่คือฐานทัพทหาร
きっかけ,きっかけ,"prompt, trigger, cue",JLPT JLPT_2,e9iq#7`z5g,"ข้อความแจ้งเตือน, ตัวกระตุ้น, สัญญาณ, มูลเหตุ",きっかけがあれば始めます。,จะเริ่มเมื่อมีโอกาส
切っ掛け,きっかけ,"chance, start, cue, excuse, motive, impetus, occassion",JLPT JLPT_2,sY5&<lP/:_,"โอกาส, จุดเริ่มต้น, สัญญาณ, ข้อแก้ตัว, แรงจูงใจ, แรงกระตุ้น, โอกาส",ちょっとしたきっかけで話が始まった。,บทสนทนาเริ่มต้นจากโอกาสเล็กๆ น้อยๆ
ぎっしり,ぎっしり,"tightly, fully",JLPT JLPT_2,roF`vi5#iH,"แน่นสนิท เต็มที่, อัดแน่น, แออัด, คับคั่ง",席がぎっしり埋まっている。,ที่นั่งเต็มแน่น
基盤,きばん,"foundation, basis",JLPT JLPT_2,Q#hD0![*dh,"รากฐาน, พื้นฐาน, ฐานราก, หลักสำคัญ",会社の基盤を固める。,เสริมสร้างรากฐานของบริษัท
客席,きゃくせき,guest seating,JLPT JLPT_2,oKF%:%YXd4,"ที่นั่งสำหรับแขก, ที่นั่งผู้ชม, ที่นั่งรับรอง, โต๊ะรับแขก",客席は予約でいっぱいです。,ที่นั่งลูกค้าเต็มหมดแล้ว
客間,きゃくま,"parlor, guest room",JLPT JLPT_2,PWjQKkx$-q,"ห้องรับแขก, ห้องพักแขก, ห้องโถงรับแขก, ห้องนั่งเล่น",客間を片付ける。,จัดห้องรับแขก
ギャング,ギャング,gang,JLPT JLPT_2,rmu8iNTz;H,"แก๊ง, กลุ่มโจร, ขบวนการ, หมู่คณะ",ギャングは恐ろしい。,พวกแก๊งน่ากลัว
キャンパス,キャンパス,campus,JLPT JLPT_2,me;5WQ2vTb,"วิทยาเขต, ลานมหาวิทยาลัย, บริเวณมหาวิทยาลัย, เขตมหาวิทยาลัย",大学のキャンパスを散歩する。,เดินเล่นในมหาวิทยาลัย
休業,きゅうぎょう,"closure, shutdown, holiday",JLPT JLPT_2,oX~(4uE=OX,"การปิด, การหยุดงาน, วันหยุด, การปิดกิจการ",お店が休業している。,ร้านค้าปิดทำการ
休講,きゅうこう,lecture canceled,JLPT JLPT_2,IblG6P2b4^,"ยกเลิกการบรรยาย, งดการสอน, เลิกสอน, ยกคลาส",明日は休講です。,พรุ่งนี้ยกเลิกการบรรยาย
休息,きゅうそく,"rest, relief, relaxation",JLPT JLPT_2,mFQb-ci%=n,"พักผ่อน บรรเทา ผ่อนคลาย, การหยุดพัก, การคลายความเหนื่อย, การหย่อนใจ",少し休息をとってください。,กรุณาพักผ่อนสักครู่
給与,きゅうよ,salary,JLPT JLPT_2,PCn?h_u$qZ,"เงินเดือน, ค่าตอบแทน, ค่าจ้าง, รายได้",給与が上がりました。,เงินเดือนเพิ่มขึ้น
休養,きゅうよう,"rest, break, recreation",JLPT JLPT_2,RcKyI3I]Oc,"พักผ่อน, หยุดพัก, สันทนาการ, การพักฟื้น",十分な休養が必要です。,ต้องการการพักผ่อนที่เพียงพอ
清い,きよい,"clear, pure, noble",JLPT JLPT_2,Gl5ERuBRxp,"ใส บริสุทธิ์ สูงส่ง, สะอาด, ผ่องใส, พ้นมลทิน",清い水が流れている。,น้ำใสไหลอยู่
強化,きょうか,"strengthen, intensify, reinforce",JLPT JLPT_2,uXIPpdZC1R,"เสริมความแข็งแกร่ง, ทำให้เข้มข้นขึ้น, ทำให้แข็งแกร่งขึ้น, เสริมกำลัง",体力を強化する。,เสริมสร้างความแข็งแกร่งของร่างกาย
境界,きょうかい,boundary,JLPT JLPT_2,j7=Rl[TZ[~,"ขอบเขต, พรมแดน, แนวเขต, เขตแดน",国の境界線。,เส้นแบ่งเขตประเทศ
共産～,きょうさん～,communist ~,JLPT JLPT_2,j8+=)[q7=i,"คอมมิวนิสต์ ~, เกี่ยวกับคอมมิวนิสต์, สังคมนิยม, พรรคคอมมิวนิสต์",共産主義の考え方。,แนวคิดคอมมิวนิสต์
行事,ぎょうじ,"event, function",JLPT JLPT_2,"H,ijyT4Xeg","เหตุการณ์, ฟังก์ชัน, กิจกรรม, งานเทศกาล",学校行事が多い。,มีกิจกรรมของโรงเรียนเยอะ
恐縮,きょうしゅく,sorry to trouble,JLPT JLPT_2,zQMs(1T)5O,"ขออภัยที่รบกวน, เกรงใจ, ขอโทษ, เสียมารยาท",お忙しいところ恐縮です。,ขออภัยที่รบกวนเวลาอันยุ่งเหยิงของท่าน
教養,きょうよう,"culture, education, sophistication",JLPT JLPT_2,z>(b`0D^UW,"วัฒนธรรม การศึกษา ความมีรสนิยม, ความรู้, คุณธรรม, ศิลปะ",教養を深める。,เพิ่มพูนความรู้
行列,ぎょうれつ,"line, procession; matrix (math)",JLPT JLPT_2,NW3kj#3*Pp,"เส้น, ขบวน; เมทริกซ์ (คณิตศาสตร์), แถว, คิว",行列ができています。,มีแถวต่อคิวอยู่
漁業,ぎょぎょう,fishing (industry),JLPT JLPT_2,oFZ3yBC.8y,"การประมง (อุตสาหกรรม), อุตสาหกรรมประมง, การจับปลา, อาชีพประมง",漁業が盛んです。,อุตสาหกรรมประมงเจริญรุ่งเรือง
曲線,きょくせん,curve,JLPT JLPT_2,iDUc0okp@!,"เส้นโค้ง, ส่วนโค้ง, ทางโค้ง, โค้งงอ",曲線が美しい。,เส้นโค้งสวยงาม
規律,きりつ,"order, rules, law",JLPT JLPT_2,qH%%&6n|uU,"ระเบียบ กฎ กฎหมาย, ข้อบังคับ, วินัย, ธรรมเนียม",規律を守る。,รักษากฎระเบียบ
斬る,きる,"to behead, to murder",JLPT JLPT_2,npLP+:S/ui,"การตัดหัว การฆาตกรรม, ฆ่า, ฟัน, บั่นคอ",敵を斬る。,ฟันศัตรู
気を付ける,きをつける,"to be careful, to pay attention, to take care",JLPT JLPT_2,KJo;WsH_ui,"ระมัดระวัง, ใส่ใจ, ดูแล, เอาใจใส่",車に気を付けてください。,กรุณาระวังรถ
琴,きん,13-string Japanese zither,JLPT JLPT_2,ze/Aoh1sN#,"พิณญี่ปุ่น 13 สาย, โกโตะ, เครื่องสายญี่ปุ่น, ซึงญี่ปุ่น",琴の音色が聞こえる。,ได้ยินเสียงโกโตะ
金魚,きんぎょ,goldfish,JLPT JLPT_2,f4r;e>P:iY,"ปลาทอง, ปลาสวยงาม, สัตว์เลี้ยง, ปลาน้ำจืด",金魚鉢がある。,มีตู้ปลาทอง
クーラー,クーラー,air conditioner,JLPT JLPT_2,m[g>=z]wN/,"เครื่องปรับอากาศ, แอร์, เครื่องทำความเย็น, เครื่องลดอุณหภูมิ",クーラーをつけます。,เปิดเครื่องปรับอากาศ
区域,くいき,"zone, district, area",JLPT JLPT_2,fYQq7`cNuc,"เขต, อำเภอ, พื้นที่, บริเวณ",この区域は立ち入り禁止です。,เขตนี้ห้ามเข้า
空～,くう～,empty ~,JLPT JLPT_2,A&!JE@t/D3,"ว่างเปล่า ~, ไม่มีอะไร, เปล่าประโยชน์, โล่ง",空っぽの箱。,กล่องเปล่า
偶数,ぐうすう,even number,JLPT JLPT_2,"iw7<JlzmC,","เลขคู่, จำนวนคู่, ตัวเลขคู่, ตัวเลขหารสองลงตัว",偶数は2、4、6です。,"เลขคู่คือ 2, 4, 6"
空想,くうそう,"daydream, fantasy",JLPT JLPT_2,H5ov7CW8[y,"ฝันกลางวัน, จินตนาการ, มโนภาพ, เพ้อฝัน",空想の世界に浸る。,ดื่มด่ำในโลกแห่งจินตนาการ
空中,くうちゅう,"sky, air",JLPT JLPT_2,A;^pVv^)~a,"ท้องฟ้า อากาศ, บนฟ้า, กลางอากาศ, เวหา",空中を飛ぶ。,บินอยู่กลางอากาศ
釘,くぎ,nail,JLPT JLPT_2,Gb>Lz*bq3+,"เล็บ, ตะปู, ตรึง, ขันสกรู",壁に釘を打つ。,ตอกตะปูที่ผนัง
区切る,くぎる,"to punctuate, to cut off, to mark off",JLPT JLPT_2,s|j=prYd&B,"เพื่อใส่เครื่องหมายวรรคตอน เพื่อตัดออก เพื่อทำเครื่องหมาย, แบ่ง, แยก, เว้นวรรค",文を区切る。,แบ่งวรรคตอน
櫛,くし,comb,JLPT JLPT_2,dzg}!o26=),"หวี, แปรงผม, ซี่หวี, หวีสาง",櫛で髪をとかす。,หวีผมด้วยหวี
くしゃみ,くしゃみ,sneeze,JLPT JLPT_2,jgl;4q1>wE,"จาม, ไอ, การจาม, พ่นจมูก",くしゃみが出た。,ฉันจาม
苦情,くじょう,"complaint, grievance, grumble",JLPT JLPT_2,"GDdlB.2)],","การร้องเรียน, ความไม่พอใจ, การบ่น, ข้อร้องทุกข์",苦情を言う。,บ่น
苦心,くしん,"pain, trouble",JLPT JLPT_2,scKS9[]M|w,"ความเจ็บปวด ความลำบาก, ความยากลำบาก, ความทุกข์, ความตรากตรำ",苦心を重ねる。,พยายามอย่างหนัก
屑,くず,"waste, scrap",JLPT JLPT_2,BqN1|GlY;b,"ของเสีย เศษวัสดุ, ขยะ, เศษขยะ, กาก",ゴミは屑箱に入れる。,นำขยะไปทิ้งในถังขยะ
崩す,くずす,"to destroy, to make change (money)",JLPT JLPT_2,m%M5UejA$^,"ทำลาย, เปลี่ยนแปลง (เงิน), แลกเงิน, ทำให้แตก",お金を崩す。,แลกเงิน
薬指,くすりゆび,ring finger,JLPT JLPT_2,lPy;T<L~6G,"นิ้วนาง, นิ้วกลางข้างก้อย, นิ้วรองก้อย, นิ้วสำหรับการสวมแหวน",薬指に指輪をする。,สวมแหวนที่นิ้วนาง
崩れる,くずれる,"to collapse, to crumble",JLPT JLPT_2,cC8vUqHlPz,"พังทลาย, ร่วงหล่น, ถล่ม, ทรุด",山が崩れる。,ภูเขาทรุดตัว
砕く,くだく,"to break, to smash",JLPT JLPT_2,wiAgy$Rvgg,"ทำลาย, ทุบให้แตก, แตก, บดขยี้",氷を砕く。,ทุบน้ำแข็ง
砕ける,くだける,"to break, to be broken",JLPT JLPT_2,I_dH|P3phU,"แตกหัก, ถูกทำลาย, พัง, แหลก",ガラスが砕ける。,กระจกแตก
くたびれる,くたびれる,"to get tired, to wear out",JLPT JLPT_2,G(IR)z:5pO,"เหนื่อยล้า, หมดแรง, อ่อนเพลีย, อิดโรย",疲れてくたびれる。,เหนื่อยจนอ่อนเพลีย
くだらない,くだらない,"good-for-nothing, stupid, worthless",JLPT JLPT_2,"A~U,=Hx4eT","ไร้ประโยชน์ โง่เขลา ไร้ค่า, ไม่มีประโยชน์, งี่เง่า, ไร้สาระ",くだらない話はやめよう。,เลิกพูดเรื่องไร้สาระกันเถอะ
下る,くだる,"to descend, to go down, to come down",JLPT JLPT_2,x;r#pjjP.D,"ลง, ลงไป, ลงมา, ร่วง",階段を下る。,ลงบันได
唇,くちびる,lip,JLPT JLPT_2,Ojx~b|>9H|,"ริมฝีปาก, ปาก, ขอบปาก, กลีบปาก",唇が乾く。,ริมฝีปากแห้ง
口紅,くちべに,lipstick,JLPT JLPT_2,tS@_TWWY!2,"ลิปสติก, สีทาปาก, เครื่องสำอางปาก, ปากกาเขียนปาก",口紅を塗る。,ทาลิปสติก
くっつく,くっつく,"to adhere to, to keep close to",JLPT JLPT_2,oS}[QfJCGM,"ยึดมั่น, อยู่ใกล้ชิด, ติดกัน, เกาะติด",二つのものがくっつく。,สองสิ่งติดกัน
くっつける,くっつける,to attach,JLPT JLPT_2,oyj+vcm-!3,"เพื่อแนบ, ติด, ผูก, เชื่อม",紙をくっつける。,ติดกระดาษ
くどい,くどい,"verbose, importunate, heavy (taste)",JLPT JLPT_2,"hrEZ=;H,}N","พูดมาก, รบเร้า, หนักแน่น (ในรสชาติ), ซ้ำซาก",くどい説明。,คำอธิบายที่ซ้ำซาก
句読点,くとうてん,punctuation marks,JLPT JLPT_2,l-RV08NZgs,"เครื่องหมายวรรคตอน, เครื่องหมาย, สัญลักษณ์, จุดไข่ปลา",句読点を使う。,ใช้เครื่องหมายวรรคตอน
配る,くばる,"to distribute, to deliver",JLPT JLPT_2,lXb3hdtDlZ,"เพื่อแจกจ่าย เพื่อส่งมอบ, แจก, ส่ง, จ่าย",チラシを配る。,แจกใบปลิว
工夫,くふう,"device, artifice, ingenuity",JLPT JLPT_2,H+)pz^uf{J,"อุปกรณ์ กลอุบาย ความชาญฉลาด, วิธีคิด, แผนการ, ปัญญา",工夫を凝らす。,ใช้ความพยายามอย่างมาก
区分,くぶん,"division, section, classification",JLPT JLPT_2,F<dg-k3#W>,"แผนก, ส่วน, การจำแนกประเภท, หมวด",商品を区分する。,แบ่งประเภทสินค้า
組合せ,くみあわせ,combination,JLPT JLPT_2,Bg89BEb&%-,"การผสมผสาน, การรวมกัน, การประกอบ, การเข้าคู่",色々な組合せがある。,มีการผสมผสานที่หลากหลาย
組み立てる,くみたてる,"to assemble, to set up, to construct",JLPT JLPT_2,v|l>4TT$)t,"ประกอบ ติดตั้ง ก่อสร้าง, รวบรวม, จัดตั้ง, สร้าง",家具を組み立てる。,ประกอบเฟอร์นิเจอร์
悔やむ,くやむ,"to regret, to mourn",JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11,H!N`qFr_#7,"เสียใจ, โศกเศร้า, รำลึก, อาลัย",あの時、もっと勉強すればよかったと悔やむ。,เสียใจที่ตอนนั้นน่าจะตั้งใจเรียนมากกว่านี้
クリーニング,クリーニング,"cleaning, dry cleaning, laundry service",JLPT JLPT_2,i[]|N=O%MV,"บริการซักแห้ง บริการซักรีด, การทำความสะอาด, ซักอบรีด, ร้านซักรีด",クリーニングに出す。,ส่งไปร้านซักรีด
くるむ,くるむ,"to be enveloped by, to wrap up",JLPT JLPT_2,"BR}5xbe,nI","ถูกโอบล้อม, ห่อหุ้ม, คลุม, ห่อ",毛布でくるむ。,ห่มผ้าห่ม
くれぐれも,くれぐれも,"repeatedly, sincerely, earnestly",JLPT JLPT_2,Fa/6^Kk;|O,"ซ้ำแล้วซ้ำเล่า ด้วยความจริงใจ อย่างจริงจัง, ตั้งใจ, ด้วยใจจริง, ย้ำเตือน",くれぐれも気をつけてください。,โปรดระมัดระวังเป็นพิเศษ
郡,ぐん,"district, county",JLPT JLPT_2,bbr::y1BwQ,"เขต, เทศมณฑล, มณฑล, ตำบล",この郡は自然が多い。,เขตนี้มีธรรมชาติเยอะ
稽古,けいこ,"practice, training, study",JLPT JLPT_2,j8X.KY|=u:,"ฝึกฝน, อบรม, ศึกษา, ฝึกซ้อม",ダンスの稽古をする。,ฝึกซ้อมเต้นรำ
