expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
体,からだ,body; health,Genki Genki_Ln.23 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,x=d[R_7msH,"กาย, เรือนร่าง, สรีระ, ร่างกาย",体がだるいです。,ฉันรู้สึกเหนื่อย
借りる,かりる,"to borrow, to owe",JLPT JLPT_5 JLPT_N5,EV_.CiOUqY,"หยิบยืม, ขอยืม, ยืมใช้, ยืม",本を借ります。,ฉันขอยืมหนังสือ
～がる,～がる,feel,JLPT JLPT_5 JLPT_N5,e--3P:#0au,"รับรู้, สัมผัส, มีความรู้สึก, รู้สึก",暑がりです。,ฉันขี้ร้อน
軽い,かるい,"light, non-serious, minor",JLPT JLPT_5 JLPT_N5,"Q?,F=N/]i*","เบา, ไม่รุนแรง, ไม่ร้ายแรง, จิ๊บจ๊อย",荷物が軽いです。,สัมภาระเบา
カレー,カレー,curry (abbr. for curry and rice),Genki Genki_Ln.13 JLPT JLPT_1 JLPT_5 JLPT_N5,l)iLA}_6t!,"แกงเผ็ด, แกงจืด, แกงกะทิ, อาหารแกง",カレーを食べます。,ฉันกินแกงกะหรี่
カレンダー,カレンダー,calendar,JLPT JLPT_5 JLPT_N5,"H,vNs@Ml~$","ปฏิทิน, ตารางวัน, ปฏิทินประจำปี, สมุดปฏิทิน",カレンダーを見てください。,โปรดดูปฏิทิน
川; 河,かわ,river,JLPT JLPT_3 JLPT_5 JLPT_N5,QzV_(D2VAO,"ลำน้ำ, สายน้ำ, ธารน้ำ, แม่น้ำ",川がきれいです。,แม่น้ำสวย
～側,～がわ,~ side,JLPT_N5,ks2wGx4U0-,"ข้าง, ฝั่ง, ริม, ด้าน",川の側で休みます。,ฉันพักผ่อนริมแม่น้ำ
可愛い,かわいい,"cute, adorable",JLPT JLPT_5 JLPT_N5,"cM$xbG,Do&","น่ารัก, น่าเอ็นดู, น่าชัง, น่ารักน่าชื่นชม",この犬は可愛いです。,สุนัขตัวนี้น่ารัก
漢字,かんじ,kanji; Chinese character,Genki Genki_Ln.6 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,"yx;[,(ZC<M","อักษรจีน, ตัวอักษรจีน, ตัวหนังสือจีน, ตัวอักษรคันจิ",漢字が難しいです。,ตัวคันจิยาก
木,き,"tree, wood, timber",Genki Genki_Ln.22 JLPT JLPT_5 JLPT_N5,"Pt,~h2%O9J","ต้นไม้, ไม้, ท่อนซุง, พฤกษา",木がたくさんあります。,มีต้นไม้เยอะ
黄色,きいろ,yellow,JLPT JLPT_5 JLPT_N5,c$:@4*e3c*,"เหลือง, สีเหลืองอ่อน, สีเหลืองทอง, สีเหลือง",黄色い花がきれいです。,ดอกไม้สีเหลืองสวย
黄色い,きいろい,yellow,JLPT JLPT_5 JLPT_N5,yw~rIwG)7I,"เหลือง, สีเหลืองอ่อน, สีเหลืองทอง, สีเหลืองจ้า",黄色い車が来ました。,รถสีเหลืองมาแล้ว
消える,きえる,"to vanish, to disappear",Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,Hl(tY84I}b,"หาย, สูญ, เลือนหาย, อันตรธาน",電気が消えました。,ไฟฟ้าดับแล้ว
聞く,きく,"to hear, to listen, to ask",JLPT JLPT_3 JLPT_5 JLPT_N5,CbCe+?lSS(,"ฟัง, ได้ยิน, ถาม, สอบถาม",音楽を聞きます。,ฉันฟังเพลง
北,きた,north,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,c_4*(T~qY|,"เหนือ, ทิศอุดร, อุดร, ทิศเหนือ",北へ行きます。,ฉันจะไปทางทิศเหนือ
ギター,ギター,guitar,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,gl.RMMgxvn,"กีตาร์, กีตาร์โปร่ง, กีตาร์ไฟฟ้า, เครื่องดีด",ギターを弾きます。,ฉันเล่นกีตาร์
汚い,きたない,"dirty, unclean, filthy",Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,gA&c1.)X%=,"สกปรก, ไม่สะอาด, โสโครก, เปื้อน",部屋が汚いです。,ห้องสกปรก
喫茶店,きっさてん,café,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,b3?(}lhy[4,"ร้านกาแฟ, ร้านคาเฟ่, ร้านน้ำชา, ร้านเครื่องดื่ม",喫茶店で会います。,เราพบกันที่ร้านกาแฟ
切手,きって,postal (postage) stamps,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,GZ2eU+7^)f,"แสตมป์, ตราไปรษณียากร, แสตมป์จดหมาย, แสตมป์ไปรษณีย์",切手を貼ります。,ฉันติดแสตมป์
切符,きっぷ,a ticket,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,i@ntG+Gt0l,"ตั๋ว, บัตร, ตั๋วเข้าชม, บัตรผ่านทาง",切符を買いました。,ฉันซื้อตั๋วแล้ว
昨日,きのう,yesterday,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,"mMKJxv#,<s","เมื่อวานนี้, วันก่อน, วานนี้, วันวาน",昨日は雨でした。,เมื่อวานฝนตก
九,きゅう,nine,JLPT JLPT_3 JLPT_5 JLPT_N5,PCz+i!/c^t,"เก้า, เลขเก้า, จำนวนเก้า, นพ",九月は涼しいです。,เดือนกันยายนอากาศเย็นสบาย
牛肉,ぎゅうにく,beef,JLPT JLPT_5 JLPT_N5,"HN>QIS,sa)","เนื้อวัว, เนื้อโค, เนื้อ, โค",牛肉が好きです。,ฉันชอบเนื้อวัว
牛乳,ぎゅうにゅう,milk,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,fkn+n(t~hl,"น้ำนม, นม, นมสด, น้ำนมโค",牛乳を飲みます。,ฉันดื่มนม
今日,きょう,"today, this day",Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,bCP{!%CS>.,"วันนี้, วันปัจจุบัน, วันนี้เอง, วารนี้",今日、映画を見ます。,วันนี้ฉันจะดูหนัง
教室,きょうしつ,classroom,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,jd>*%:rgPV,"ห้องเรียน, ห้องสอน, ชั้นเรียน, ห้อง",教室は広いです。,ห้องเรียนกว้าง
兄弟,きょうだい,"siblings (humble), brothers and sisters",Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,tg~Kr0A/Mn,"พี่น้อง, พ้องพี่น้อง, ญาติพี่น้อง, เครือญาติ",二人兄弟です。,ฉันมีพี่น้องสองคน
去年,きょねん,last year,Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,zrXmT>AI2s,"ปีที่แล้ว, ปีก่อน, ปีกลาย, ปีเก่า",去年、日本へ来ました。,ปีที่แล้วฉันมาญี่ปุ่น
嫌い,きらい,dislike,JLPT JLPT_5 JLPT_N5,"qw1}y,Um4C","ไม่ชอบ, ไม่โปรด, ไม่พึงใจ, รังเกียจ",魚が嫌いです。,ฉันไม่ชอบปลา
切る,きる,to cut; to hang up (a phone),Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,A;e]B2v]77,"ตัดสาย, วางสาย, สิ้นสุดสาย, ปิดสาย",電話を切ります。,ฉันวางสายโทรศัพท์
着る,きる,to put on (clothes above your waist); to wear,Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,g$-Eqb.V#N,"สวมใส่, ใส่, สวม, ประดับกาย",新しい服を着ます。,ฉันสวมเสื้อผ้าใหม่
綺麗,きれい,"pretty, clean, tidy",JLPT JLPT_5 JLPT_N5,y:f/R>36c4,"สวยสะอาด, ดูดี, เรียบร้อย, งามตา",部屋がきれいです。,ห้องสะอาด
キロ; キログラム,キロ; キログラム,(abbr.) kilo (kilogram),JLPT JLPT_3 JLPT_5 JLPT_N5,"v,MI,fa=Pd","กิโลกรัม, กก., โล, หน่วยน้ำหนัก",これは百キロです。,นี่คือ 100 กิโลกรัม
キロ; キロメートル,キロ; キロメートル,(abbr.) kilo (kilometer),JLPT JLPT_3 JLPT_5 JLPT_N5,I+%u|o<M9),"กิโลเมตร, กม., กิโล, หน่วยระยะทาง",東京まで千キロです。,"ไปโตเกียว 1,000 กิโลเมตร"
銀行,ぎんこう,bank,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,dJzM6E^Crr,"ธนาคาร, แบงก์, สถาบันการเงิน, องค์กรการเงิน",銀行へ行きます。,ฉันจะไปธนาคาร
金曜日,きんようび,Friday,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,H)-<3>G;wq,"วันศุกร์, ศุกร์, ศุกรวาร, วันท้ายสัปดาห์",金曜日に会議があります。,วันศุกร์มีการประชุม
九,く,nine,JLPT JLPT_3 JLPT_5 JLPT_N5,J.@??p5!Es,"เก้า, เลขเก้า, จำนวนเก้า, นพ",九時です。,เป็นเวลาเก้าโมง
薬,くすり,medicine,Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,e<qA>@afcN,"ยา, โอสถ, เวชภัณฑ์, ยารักษา",薬を飲みます。,ฉันกินยา
下さい,ください,(with te-form verb) please do for me,JLPT JLPT_5 JLPT_N5,wZXS53y~A,"กรุณาทำเพื่อฉันด้วย, ช่วยทำให้หน่อย, ขอความกรุณา, โปรดทำให้",水をください。,ขอน้ำหน่อยครับ/คะ
果物,くだもの,fruit,Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,"ff8}}%,}l0","ผลไม้, ลูกไม้, ผล, พืชผล",果物が好きです。,ฉันชอบผลไม้
口,くち,job opening; mouth,Intermediate_Japanese Intermediate_Japanese_Ln.11 Intermediate_Japanese_Ln.8 JLPT JLPT_5 JLPT_N5,ODcS@5Ag5;,"ประกาศรับสมัครงาน, ตำแหน่งงานว่าง, เปิดรับสมัคร, หาคนทำงาน",仕事を探しています。,ฉันกำลังหางาน
靴,くつ,"shoes, footwear",Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,n}XPqtAFrb,"รองเท้า, เกือก, อุปกรณ์สวมเท้า, วัตถุสวมเท้า",靴を履きます。,ฉันสวมรองเท้า
靴下,くつした,socks,Genki Genki_Ln.23 JLPT JLPT_5 JLPT_N5,"m{wv6,~qH4","ถุงเท้า, ถุงหุ้มเท้า, เครื่องสวมเท้า, เครื่องหุ้มเท้า",靴下を履きます。,ฉันสวมถุงเท้า
国,くに,country; place of origin,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,qu43})1T{b,"ประเทศ, ชาติ, แคว้น, รัฐ",これは日本の国です。,นี่คือประเทศญี่ปุ่น
曇り,くもり,"cloudiness, cloudy weather",Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,"J%t?_,0ZZ)","เมฆมาก, ครึ้ม, ขมุกขมัว, อากาศมืดครึ้ม",今日は曇りです。,วันนี้เมฆมาก
曇る,くもる,"to become cloudy, to become dim",JLPT JLPT_5 JLPT_N5,h68<#-5u4*,"ขุ่นมัว, มืดมัว, อึมครึม, มัวซัว",空が曇っています。,ท้องฟ้ามืดครึ้ม
暗い,くらい,"dark, gloomy",JLPT JLPT_3 JLPT_5 JLPT_N5,l[W6inIL/c,"มืดมน, อึมครึม, ขมุกขมัว, มืดทึบ",部屋が暗いです。,ห้องมืด
～くらい; ぐらい,～くらい; ぐらい,approximate (quantity),JLPT JLPT_5 JLPT_N5,i|aE4l1U6h,"โดยประมาณ, ราวๆ, คร่าวๆ, ประมาณ",五人ぐらいです。,ประมาณห้าคน
クラス,クラス,a class,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,I|[#&/BoM*,"ชั้นเรียน, ห้องเรียน, คาบเรียน, บทเรียน",クラスはいくつありますか。,มีชั้นเรียนกี่ห้อง
グラム,グラム,gram,JLPT JLPT_5 JLPT_N5,wf@~Kdx9Mo,"กรัม, หน่วยน้ำหนัก, มาตรวัดกรัม, น้ำหนักกรัม",百グラムください。,ขอ 100 กรัมครับ/คะ
来る,くる,to come,JLPT JLPT_5 JLPT_N5,t8%I(!NKuq,"มาถึง, มา, จะมา, ปรากฏตัว",明日、友達が来ます。,พรุ่งนี้เพื่อนจะมา
車,くるま,"car, vehicle",Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,Dp50G3U@L=,"รถยนต์, ยานพาหนะ, รถ, พาหนะ",車で学校へ行きます。,ฉันไปโรงเรียนด้วยรถยนต์
黒,くろ,black,JLPT JLPT_5 JLPT_N5,eM3bqzySWE,"สีดำ, ดำ, กาฬ, มืด",黒い犬がいます。,มีสุนัขสีดำ
黒い,くろい,black; dark,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,y`TB7E}KvC,"สีดำ, ดำ, มืด, มืดมน",黒い服を着ています。,ฉันใส่เสื้อผ้าสีดำ
警官,けいかん,police officer,JLPT JLPT_5 JLPT_N5,r|k<lg[-^X,"เจ้าหน้าที่ตำรวจ, ตำรวจ, ผู้พิทักษ์สันติราษฎร์, ผู้รักษากฎหมาย",警官がいます。,มีเจ้าหน้าที่ตำรวจ
今朝,けさ,this morning,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,Ojh!YT%>_O,"เช้านี้, เมื่อเช้า, ตอนเช้านี้, เช้าตรู่",今朝、早く起きました。,เช้านี้ฉันตื่นเช้า
消す,けす,"to erase, to delete, to turn off power",JLPT JLPT_5 JLPT_N5,kyBQ8>]kOz,"ลบ, ​​ยกเลิก, ปิดเครื่อง, เอาออก",名前を消します。,ฉันลบชื่อ
結構,けっこう,"splendid; enough, tolerably",JLPT JLPT_3 JLPT_5 JLPT_N5,OhYc[d+;sX,"ยอดเยี่ยม, เลิศ, พอใช้ได้, เหมาะสม",結構です。,พอแล้วครับ/คะ
結婚,けっこん (する),marriage (get married),JLPT JLPT_5 JLPT_N5,yoFb9mQ>xx,"การแต่งงาน, สมรส, วิวาห์, การสมรส",結婚します。,ฉันจะแต่งงาน
月曜日,げつようび,Monday,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,py]#+qmS;#,"วันจันทร์, จันทร์, วันต้นสัปดาห์, วันแรกของสัปดาห์",月曜日に会議があります。,วันจันทร์มีการประชุม
玄関,げんかん,entrance (to a house or a building),Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_4 JLPT_5 JLPT_N5,nzna3U1d%4,"ทางเข้า, ประตู, ช่องทาง, ปากทาง",玄関に靴があります。,มีรองเท้าอยู่ที่ทางเข้า
元気,げんき,"health(y), energetic",JLPT JLPT_5 JLPT_N5,C6oDoveAM%,"สุขภาพดี, แข็งแรง, กระฉับกระเฉง, สดใส",元気ですか。,สบายดีไหม
～個,～こ,"counter for small items (e.g., fruits, cups)",JLPT JLPT_2 JLPT_5 JLPT_N5,"L)v,!KJ|+1","ช่อง, ที่วางของ, ชั้นเล็ก, แผง",リンゴを二つください。,ขอแอปเปิ้ลสองผลครับ/คะ
五,ご,five,JLPT JLPT_3 JLPT_5 JLPT_N5,CPX]&C<[AA,"ห้า, เลขห้า, เบญจ, จำนวนห้า",五人です。,ห้าคน
～語,～ご,"word, language",JLPT JLPT_5 JLPT_N5,OS-NJNma:q,"คำ, ภาษา, ศัพท์, ถ้อยคำ",日本語が話せますか。,คุณพูดภาษาญี่ปุ่นได้ไหม
公園,こうえん,a park,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,"I!nU=ub,Sv","สวนสาธารณะ, สวน, อุทยาน, ลานพักผ่อน",公園を散歩します。,ฉันเดินเล่นในสวนสาธารณะ
交差点,こうさてん,intersection,JLPT JLPT_5 JLPT_N5,fB2Ek#M/vd,"จุดตัด, สี่แยก, ทางแยก, ชุมทาง",交差点を渡ります。,ฉันข้ามทางแยก
紅茶,こうちゃ,black tea,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,k->[;qN`>7,"ชาดำ, ชาฝรั่ง, ชาอังกฤษ, ชาสีดำ",紅茶を飲みます。,ฉันดื่มชาดำ
交番,こうばん,police box,JLPT JLPT_5 JLPT_N5,Opg/[%q+N8,"ตู้ตำรวจ, ป้อมตำรวจ, ตู้ยามตำรวจ, จุดตรวจตำรวจ",交番はどこですか。,ตู้ตำรวจอยู่ที่ไหน
声,こえ,voice,Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,In/Jo>[]?<,"เสียง, น้ำเสียง, สุรเสียง, วจี",声が聞こえます。,ฉันได้ยินเสียง
コート,コート,"coat; court (e.g., tennis)",JLPT JLPT_5 JLPT_N5,"e4scbA,t~J","เสื้อโค้ท, เสื้อคลุม, สนาม, ลาน",コートを着ています。,ฉันใส่เสื้อโค้ท
コーヒー,コーヒー,coffee,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,d<P1^SSa-:,"กาแฟ, เครื่องดื่มกาแฟ, โอเลี้ยง, น้ำกาแฟ",コーヒーを飲みます。,ฉันดื่มกาแฟ
ここ,ここ,"here, this place",Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,Lq)wtpkam*,"ที่นี่, ตรงนี้, สถานที่นี้, บริเวณนี้",ここでお待ちください。,กรุณารอตรงนี้
午後,ごご,"afternoon, P.M.",Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,C_ZC&#?>G!,"บ่าย, ช่วงบ่าย, ตอนบ่าย, ภาคบ่าย",午後一時です。,เป็นเวลาบ่ายโมง
九日,ここのか,nine days; ninth day of the month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,l7hYJ[~^44,"เก้าวัน, วันที่เก้า, ๙ วัน, วันที่ ๙",九日に会議があります。,วันที่เก้ามีการประชุม
九つ,ここのつ,nine things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,DvF}1X8pH=,"เก้าสิ่ง, เก้าอย่าง, ของเก้าชิ้น, สิ่งเก้าอย่าง",九つあります。,มีอยู่เก้าสิ่ง
午前,ごぜん,"morning, A.M.",Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,ue~BwANA9n,"ตอนเช้า, ช่วงเช้า, เช้าตรู่, รุ่งอรุณ",午前九時です。,เป็นเวลาเก้าโมงเช้า
答える,こたえる,"to answer, to reply",JLPT JLPT_5 JLPT_N5,x<$h-)|1km,"ตอบ, ตอบกลับ, ขานรับ, โต้ตอบ",質問に答えます。,ฉันตอบคำถาม
こちら,こちら,this person (polite); this way (polite),Genki Genki_Ln.11 Genki_Ln.19 JLPT JLPT_5 JLPT_N5,A^:pzWeFGD,"ท่านนี้, ผู้นี้, ทางนี้, ด้านนี้",こちらへどうぞ。,เชิญทางนี้ครับ/คะ
こっち,こっち,this person; this direction; this side,JLPT JLPT_4 JLPT_5 JLPT_N5,KZ(~KRGBCG,"คนนี้, ทิศทางนี้, ด้านนี้, ทางนี้",こっちへ来てください。,กรุณามาทางนี้
コップ,コップ,a tumbler; a glass,Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,fS_r5k@$Y6,"แก้วน้ำ, แก้ว, ถ้วยแก้ว, ภาชนะแก้ว",コップに水を入れます。,ฉันเทน้ำใส่แก้ว
今年,ことし,this year,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,F4V9w7@Age,"ปีปัจจุบัน, พ.ศ.นี้, ในปีนี้, ปีพ.ศ.นี้",今年、新しい家を買いました。,ปีนี้ฉันซื้อบ้านใหม่
言葉,ことば,language; word(s); expression(s),Genki Genki_Ln.13 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,EWtR7eO/R4,"ภาษา, ถ้อยคำ, พากย์, วาจา",日本語の言葉を勉強します。,ฉันเรียนรู้คำศัพท์ภาษาญี่ปุ่น
子供,こども,child(ren),Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,CU[{wZ(D{$,"เด็ก, เยาวชน, ลูก, ทารก",子供が三人います。,ฉันมีลูกสามคน
この,この,this,JLPT JLPT_3 JLPT_5 JLPT_N5,pPsd:zD9O?,"นี้, อันนี้, สิ่งนี้, อย่างนี้",この本は面白いです。,หนังสือเล่มนี้น่าสนใจ
御飯,ごはん,rice (cooked); meal,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,biiyLkNokP,"ข้าว, อาหาร, ภัตตาหาร, ข้าวสวย",ご飯を食べます。,ฉันกินข้าว
コピーする,コピーする,to copy,JLPT JLPT_3 JLPT_5 JLPT_N5,pIfdJ-gQ=x,"คัดลอก, ลอก, ถ่าย, คัด",レポートをコピーします。,ฉันถ่ายเอกสารรายงาน
困る,こまる,"to be bothered, to have difficulty",Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,QJ1l#P3oS5,"รำคาญ, กวนใจ, หนักใจ, ลำบากใจ",困っています。,ฉันกำลังลำบากใจ
これ,これ,this one,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,CY7%/#&PC;,"อันนี้, สิ่งนี้, นี่, อย่างนี้",これ、ください。,อันนี้ ขอหน่อยครับ/คะ
～ころ; ～ごろ,～ころ; ～ごろ,"about, toward, approximately (time)",JLPT JLPT_5 JLPT_N5,ygFZGug3gm,"เกี่ยวกับ, ไปทาง, ประมาณ (เวลา), ราวๆ (เวลา)",子供の頃、犬が好きでした。,ตอนเด็กๆ ฉันชอบสุนัข
今月,こんげつ,this month,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,m1R02~~j[,"เดือนนี้, เดือนปัจจุบัน, ในเดือนนี้, ปัจจุบันเดือน",今月は忙しいです。,เดือนนี้ยุ่ง
今週,こんしゅう,this week,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,DK9g?(!36`,"สัปดาห์นี้, อาทิตย์นี้, ในสัปดาห์นี้, ปัจจุบันสัปดาห์",今週、友達と会います。,สัปดาห์นี้ฉันจะเจอเพื่อน
こんな,こんな,"such, like this",JLPT JLPT_5 JLPT_N5,DuEU98EMih,"เช่นนี้, อย่างนี้, แบบนี้, ดังนี้",こんな天気は好きです。,ฉันชอบอากาศแบบนี้
今晩,こんばん,"tonight, this evening",Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,F3};?W>+5Y,"คืนนี้, ค่ำนี้, เย็นนี้, รัตติกาลนี้",今晩、何をしますか。,คืนนี้จะทำอะไร
さあ,さあ,"come now, well",JLPT JLPT_5 JLPT_N5,Ag`@=t><OI,"เอาล่ะ, ได้เลย, มาเลย, มานี่",さあ、行きましょう。,เอาล่ะ ไปกันเถอะ
～歳,～さい,~ years old,JLPT JLPT_2 JLPT_5 JLPT_N5,yIt4LQzbb!,"อายุ, วัย, ขวบ, ชันษา",二十歳です。,อายุ 20 ปี
財布,さいふ,wallet,Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,xwbRMO4c<;,"กระเป๋าสตางค์, กระเป๋าเงิน, ถุงเงิน, กระเป๋าใส่เงิน",財布はどこですか。,กระเป๋าสตางค์อยู่ที่ไหน
魚,さかな,fish,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,zzI@?Uq@Z[,"ปลา, มัจฉา, สัตว์น้ำ, ปลาตัว",魚を焼きます。,ฉันจะย่างปลา
先,さき,"future; recent, previous",JLPT JLPT_5 JLPT_N5,tGm0X7=@hF,"อนาคต, ภายหน้า, วันข้างหน้า, เบื้องหน้า",先へ行ってください。,กรุณาไปก่อน
咲く,さく,to bloom,Genki Genki_Ln.18 JLPT JLPT_3 JLPT_5 JLPT_N5,F>Pt~gStbR,"เบ่งบาน, บาน, แย้ม, ผลิบาน",花が咲いています。,ดอกไม้กำลังบาน
作文,さくぶん,essay; composition,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,fOn$od$Eoc,"เรียงความ, บทความ, ความเรียง, งานเขียน",作文を書きました。,ฉันเขียนเรียงความแล้ว
差す,さす,"to raise (stretch out) hands, to raise (e.g., umbrella)",JLPT JLPT_3 JLPT_5 JLPT_N5,b|c|&{UKxH,"ยก, ชู, ขึ้น, ยื่น",傘を差します。,ฉันกางร่ม
～冊,～さつ,counter for books,JLPT JLPT_5 JLPT_N5,DJ:3n{-XN%,"เคาน์เตอร์, แผง, โต๊ะ, ที่วาง",本を三冊買いました。,ฉันซื้อหนังสือสามเล่ม
雑誌,ざっし,"magazine, journal",Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.8 JLPT JLPT_5 JLPT_N5,gVzfIhXfBF,"นิตยสาร, วารสาร, สิ่งตีพิมพ์, หนังสือฉบับ",雑誌を読みます。,ฉันอ่านนิตยสาร
砂糖,さとう,sugar,Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,M]8mQGX#}E,"น้ำตาล, หวาน, ซูโครส, น้ำอ้อย",砂糖は甘いです。,น้ำตาลหวาน
寒い,さむい,cold (in reference to weather),Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,x@[mMxA?Z},"หนาว, เย็น, อากาศเย็น, สภาพหนาว",今日は寒いです。,วันนี้หนาว
さ来年,さらいねん,year after next,JLPT JLPT_5 JLPT_N5,C4/Z2oi:V>,"ทุกปี, ปีต่อปี, ตลอดปี, ซ้ำๆกัน",さ来年は大学に入ります。,อีกสองปีฉันจะเข้ามหาวิทยาลัย
～さん,～さん,"Mr. ~, Ms. ~",JLPT JLPT_2 JLPT_5 JLPT_N5,i|L#.MVmNG,"นาย, นางสาว, นาง, คุณ",田中さん、こんにちは。,สวัสดีครับ/ค่ะ คุณทานากะ
三,さん,three,JLPT JLPT_5 JLPT_N5,jB}%X}YQ)P,"สาม, เลขสาม, ไตร, ตรี",三本あります。,มีสามอัน
散歩,さんぽ (する),"walk, stroll",JLPT JLPT_3 JLPT_5 JLPT_N5,C7E%FY>8|T,"เดิน, ก้าว, ย่าง, เคลื่อนที่",公園を散歩します。,ฉันเดินเล่นในสวนสาธารณะ
四,し,four,JLPT JLPT_3 JLPT_5 JLPT_N5,q%G#*K^0R+,"สี่, เลขสี่, จตุ, จัตวา",四時です。,เป็นเวลาสี่โมง
～時,～じ,~ o'clock (time),JLPT JLPT_1 JLPT_5 JLPT_N5,m]7PVW-h[^,"นาฬิกา, โมง, เวลานั้น, ยาม",何時ですか。,กี่โมงแล้วครับ/คะ
塩,しお,salt,JLPT JLPT_5 JLPT_N5,mQXb>=tTk},"เกลือ, ความเค็ม, โซเดียมคลอไรด์, เม็ดเกลือ",塩はしょっぱいです。,เกลือเค็ม
しかし,しかし,however; but,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,g2(en9wt=#,"แต่, อย่างไรก็ตาม, ทว่า, กระนั้น",雨です。しかし、傘はありません。,ฝนตก แต่ฉันไม่มีร่ม
時間,じかん,time,Genki Genki_Ln.14 JLPT JLPT_2 JLPT_5 JLPT_N5,rl<d#jP#zf,"เวลา, กาล, โอกาส, ช่วงเวลา",時間がありますか。,คุณมีเวลาไหม
～時間,～じかん,~ hours,JLPT JLPT_5 JLPT_N5,PfD-$$uDhD,"ชั่วโมง, ระยะเวลา, ช่วงเวลา, ห้วงเวลา",二時間待った。,ฉันรอสองชั่วโมง
